2229.500734	40.02	6763.399034	4533.8983	2	1	1	0	73	71
2231.918108	40.18	6901.838108	4669.92	2	1	1	0	75	73
2234.295073	40.35	7043.949173	4809.6541	2	1	1	0	77	75
2236.631486	40.51	7189.726886	4953.0954	2	1	1	0	79	77
2238.9272	40.67	7339.1654	5100.2382	2	1	1	0	81	79
2241.182072	40.83	7492.258972	5251.0769	2	1	1	0	83	81
2243.395957	40.98	7649.001557	5405.6056	2	1	1	0	85	83
2245.56871	41.14	7809.38711	5563.8184	2	1	1	0	87	85
2247.700187	41.29	7973.409187	5725.709	2	1	1	0	89	87
2249.790242	41.44	8141.061642	5891.2714	2	1	1	0	91	89

