1861.677398	11.64	6865.80230	5004.12490	1	0	51	52	103	105
1866.822689	11.73	6683.63639	4816.81370	1	0	50	51	101	103
1871.942162	11.82	6504.93086	4632.98870	1	0	49	50	99	101
1877.035688	11.92	6329.69249	4452.65680	1	0	48	49	97	99
1882.103141	12.01	6157.92764	4275.82450	1	0	47	48	95	97
1887.144391	12.10	5989.64279	4102.49840	1	0	46	47	93	95
1892.159310	12.19	5824.84391	3932.68460	1	0	45	46	91	93
1897.147769	12.29	5663.53717	3766.38940	1	0	44	45	89	91
1902.109640	12.38	5505.72864	3603.61900	1	0	43	44	87	89
1907.044792	12.47	5351.42389	3444.37910	1	0	42	43	85	87
1911.953098	12.57	5200.62880	3288.67570	1	0	41	42	83	85
1916.834426	12.66	5053.34883	3136.51440	1	0	40	41	81	83
1921.688648	12.76	4909.58955	2987.90090	1	0	39	40	79	81
1926.515633	12.85	4769.35603	2842.84040	1	0	38	39	77	79
1931.315252	12.95	4632.65345	2701.33820	1	0	37	38	75	77
1936.087373	13.04	4499.48707	2563.39970	1	0	36	37	73	75
1940.831866	13.14	4369.86157	2429.02970	1	0	35	36	71	73
1945.548601	13.23	4243.78180	2298.23320	1	0	34	35	69	71
1950.237446	13.33	4121.25235	2171.01490	1	0	33	34	67	69
1954.898272	13.43	4002.27787	2047.37960	1	0	32	33	65	67
1959.530945	13.53	3886.86255	1927.33160	1	0	31	32	63	65
1964.135335	13.63	3775.01074	1810.87540	1	0	30	31	61	63
1968.711311	13.72	3666.72651	1698.01520	1	0	29	30	59	61
1973.258740	13.82	3562.01384	1588.75510	1	0	28	29	57	59
1977.777492	13.93	3460.87659	1483.09910	1	0	27	28	55	57
1982.267434	14.03	3363.31853	1381.05110	1	0	26	27	53	55
1986.728435	14.13	3269.34314	1282.61470	1	0	25	26	51	53
1991.160362	14.23	3178.95396	1187.79360	1	0	24	25	49	51
1995.563083	14.34	3092.15428	1096.59120	1	0	23	24	47	49
1999.936466	14.44	3008.94727	1009.01080	1	0	22	23	45	47
2004.280378	14.55	2929.33608	925.05570	1	0	21	22	43	45
2008.594687	14.66	2853.32349	844.72880	1	0	20	21	41	43
2012.879261	14.77	2780.91236	768.03310	1	0	19	20	39	41
2017.133966	14.88	2712.10537	694.97140	1	0	18	19	37	39
2021.358670	15.00	2646.90497	625.54630	1	0	17	18	35	37
2025.553241	15.11	2585.31374	559.76050	1	0	16	17	33	35
2029.717545	15.23	2527.33375	497.61620	1	0	15	16	31	33
2033.851449	15.36	2472.96715	439.11570	1	0	14	15	29	31
2037.954822	15.49	2422.21602	384.26120	1	0	13	14	27	29
2042.027528	15.63	2375.08213	333.05460	1	0	12	13	25	27
2046.069436	15.78	2331.56734	285.49790	1	0	11	12	23	25
2050.080413	15.93	2291.67311	241.59270	1	0	10	11	21	23
2054.060325	16.10	2255.40103	201.34070	1	0	9	10	19	21
2058.009039	16.29	2222.75234	164.74330	1	0	8	9	17	19
2061.926422	16.51	2193.72822	131.80180	1	0	7	8	15	17
2065.812341	16.76	2168.32984	102.51750	1	0	6	7	13	15
2069.666663	17.08	2146.55806	76.89140	1	0	5	6	11	13
2073.489253	17.49	2128.41365	54.92440	1	0	4	5	9	11
2077.279980	18.09	2113.89738	36.61740	1	0	3	4	7	9
2081.038710	19.10	2103.00971	21.97100	1	0	2	3	5	7
2084.765310	21.34	2095.75101	10.98570	1	0	1	2	3	5
2088.459646	32.19	2092.12155	3.66190	1	0	0	1	1	3
2095.750994	10.85	2095.75099	0.00000	1	0	1	0	3	1
2099.347740	13.09	2103.00964	3.66190	1	0	2	1	5	3
2102.911690	14.10	2113.89739	10.98570	1	0	3	2	7	5
2106.442709	14.69	2128.41371	21.97100	1	0	4	3	9	7
2109.940667	15.11	2146.55807	36.61740	1	0	5	4	11	9
2113.405428	15.42	2168.32983	54.92440	1	0	6	5	13	11
2116.836860	15.67	2193.72826	76.89140	1	0	7	6	15	13
2120.234831	15.88	2222.75233	102.51750	1	0	8	7	17	15
2123.599206	16.07	2255.40101	131.80180	1	0	9	8	19	17
2126.929854	16.24	2291.67315	164.74330	1	0	10	9	21	19
2130.226641	16.39	2331.56734	201.34070	1	0	11	10	23	21
2133.489434	16.53	2375.08213	241.59270	1	0	12	11	25	23
2136.718100	16.66	2422.21600	285.49790	1	0	13	12	27	25
2139.912507	16.79	2472.96711	333.05460	1	0	14	13	29	27
2143.072522	16.90	2527.33372	384.26120	1	0	15	14	31	29
2146.198012	17.02	2585.31371	439.11570	1	0	16	15	33	31
2149.288845	17.13	2646.90505	497.61620	1	0	17	16	35	33
2152.344888	17.24	2712.10539	559.76050	1	0	18	17	37	35
2155.366008	17.34	2780.91231	625.54630	1	0	19	18	39	37
2158.352074	17.44	2853.32347	694.97140	1	0	20	19	41	39
2161.302952	17.54	2929.33605	768.03310	1	0	21	20	43	41
2164.218511	17.64	3008.94731	844.72880	1	0	22	21	45	43
2167.098617	17.74	3092.15432	925.05570	1	0	23	22	47	45
2169.943140	17.83	3178.95394	1009.01080	1	0	24	23	49	47
2172.751947	17.92	3269.34315	1096.59120	1	0	25	24	51	49
2175.524906	18.01	3363.31851	1187.79360	1	0	26	25	53	51
2178.261885	18.10	3460.87659	1282.61470	1	0	27	26	55	53
2180.962752	18.19	3562.01385	1381.05110	1	0	28	27	57	55
2183.627375	18.28	3666.72648	1483.09910	1	0	29	28	59	57
2186.255623	18.37	3775.01072	1588.75510	1	0	30	29	61	59
2188.847364	18.45	3886.86256	1698.01520	1	0	31	30	63	61
2191.402465	18.53	4002.27787	1810.87540	1	0	32	31	65	63
2193.920796	18.62	4121.25240	1927.33160	1	0	33	32	67	65
2196.402226	18.70	4243.78183	2047.37960	1	0	34	33	69	67
2198.846623	18.78	4369.86152	2171.01490	1	0	35	34	71	69
2201.253856	18.86	4499.48706	2298.23320	1	0	36	35	73	71
2203.623793	18.94	4632.65349	2429.02970	1	0	37	36	75	73
2205.956304	19.02	4769.35600	2563.39970	1	0	38	37	77	75
2208.251257	19.09	4909.58946	2701.33820	1	0	39	38	79	77
